id_pokedex	id_pokemon_region	region_number	national_index	alternative_name	name	id_pokedex_type_1	id_pokedex_type_2	id_generation
564	5	29	523	Zebstrika	Zebstrika	5		5
565	5	30	524	Roggenrola	Roggenrola	17		5
566	5	31	525	Boldore	Boldore	17		5
567	5	32	526	Gigalith	Gigalith	17		5
568	5	33	527	Woobat	Woobat	16	9	5
569	5	34	528	Swoobat	Swoobat	16	9	5
570	5	35	529	Drilbur	Drilbur	12		5
571	5	36	530	Excadrill	Excadrill	12	18	5
572	5	37	531	Audino	Audino	14		5
573	5	38	532	Timburr	Timburr	7		5
574	5	39	533	Gurdurr	Gurdurr	7		5
575	5	40	534	Conkeldurr	Conkeldurr	7		5
576	5	41	535	Tympole	Tympole	19		5
577	5	42	536	Palpitoad	Palpitoad	19	12	5
578	5	43	537	Seismitoad	Seismitoad	19	12	5
579	5	44	538	Throh	Throh	7		5
580	5	45	539	Sawk	Sawk	7		5
581	5	46	540	Sewaddle	Sewaddle	2	11	5
582	5	47	541	Swadloon	Swadloon	2	11	5
583	5	48	542	Leavanny	Leavanny	2	11	5
584	5	49	543	Venipede	Venipede	2	15	5
585	5	50	544	Whirlipede	Whirlipede	2	15	5
586	5	51	545	Scolipede	Scolipede	2	15	5
587	5	52	546	Cottonee	Cottonee	11	6	5
588	5	53	547	Whimsicott	Whimsicott	11	6	5
589	5	54	548	Petilil	Petilil	11		5
590	5	55	549	Lilligant	Lilligant	11		5
591	5	56	550	Basculin	Basculin	19		5
592	5	56	550	Basculin	Basculin	19		5
593	5	57	551	Sandile	Sandile	12	3	5
594	5	58	552	Krokorok	Krokorok	12	3	5
595	5	59	553	Krookodile	Krookodile	12	3	5
596	5	60	554	Darumaka	Darumaka	8		5
597	5	61	555	Darmanitan	Darmanitan	8		5
598	5	61	555	Darmanitan	Darmanitan	8	16	5
599	5	62	556	Maractus	Maractus	11		5
600	5	63	557	Dwebble	Dwebble	2	17	5
601	5	64	558	Crustle	Crustle	2	17	5
602	5	65	559	Scraggy	Scraggy	3	7	5
603	5	66	560	Scrafty	Scrafty	3	7	5
604	5	67	561	Sigilyph	Sigilyph	16	9	5
605	5	68	562	Yamask	Yamask	10		5
606	5	69	563	Cofagrigus	Cofagrigus	10		5
607	5	70	564	Tirtouga	Tirtouga	19	17	5
608	5	71	565	Carracosta	Carracosta	19	17	5
609	5	72	566	Archen	Archen	17	9	5
610	5	73	567	Archeops	Archeops	17	9	5
611	5	74	568	Trubbish	Trubbish	15		5
612	5	75	569	Garbodor	Garbodor	15		5
613	5	76	570	Zorua	Zorua	3		5
614	5	77	571	Zoroark	Zoroark	3		5
615	5	78	572	Minccino	Minccino	14		5
616	5	79	573	Cinccino	Cinccino	14		5
617	5	80	574	Gothita	Gothita	16		5
618	5	81	575	Gothorita	Gothorita	16		5
619	5	82	576	Gothitelle	Gothitelle	16		5
620	5	83	577	Solosis	Solosis	16		5
621	5	84	578	Duosion	Duosion	16		5
622	5	85	579	Reuniclus	Reuniclus	16		5
623	5	86	580	Ducklett	Ducklett	19	9	5
624	5	87	581	Swanna	Swanna	19	9	5
625	5	88	582	Vanillite	Vanillite	13		5
626	5	89	583	Vanillish	Vanillish	13		5
627	5	90	584	Vanilluxe	Vanilluxe	13		5
628	5	91	585	Deerling	Deerling	14	11	5
629	5	92	586	Sawsbuck	Sawsbuck	14	11	5
630	5	93	587	Emolga	Emolga	5	9	5
631	5	94	588	Karrablast	Karrablast	2		5
632	5	95	589	Escavalier	Escavalier	2	18	5
633	5	96	590	Foongus	Foongus	11	15	5
634	5	97	591	Amoonguss	Amoonguss	11	15	5
635	5	98	592	Frillish	Frillish	19	10	5
636	5	98	592	Frillish	Frillish	19	10	5
637	5	99	593	Jellicent	Jellicent	19	10	5
638	5	99	593	Jellicent	Jellicent	19	10	5
639	5	100	594	Alomomola	Alomomola	19		5
640	5	101	595	Joltik	Joltik	2	5	5
641	5	102	596	Galvantula	Galvantula	2	5	5
642	5	103	597	Ferroseed	Ferroseed	11	18	5
643	5	104	598	Ferrothorn	Ferrothorn	11	18	5
644	5	105	599	Klink	Klink	18		5
645	5	106	600	Klang	Klang	18		5
646	5	107	601	Klinklang	Klinklang	18		5
647	5	108	602	Tynamo	Tynamo	5		5
648	5	109	603	Eelektrik	Eelektrik	5		5
649	5	110	604	Eelektross	Eelektross	5		5
650	5	111	605	Elgyem	Elgyem	16		5
651	5	112	606	Beheeyem	Beheeyem	16		5
652	5	113	607	Litwick	Litwick	10	8	5
653	5	114	608	Lampent	Lampent	10	8	5
654	5	115	609	Chandelure	Chandelure	10	8	5
655	5	116	610	Axew	Axew	4		5
656	5	117	611	Fraxure	Fraxure	4		5
657	5	118	612	Haxorus	Haxorus	4		5
658	5	119	613	Cubchoo	Cubchoo	13		5
659	5	120	614	Beartic	Beartic	13		5
660	5	121	615	Cryogonal	Cryogonal	13		5
661	5	122	616	Shelmet	Shelmet	2		5
662	5	123	617	Accelgor	Accelgor	2		5
663	5	124	618	Stunfisk	Stunfisk	12	5	5
664	5	125	619	Mienfoo	Mienfoo	7		5
665	5	126	620	Mienshao	Mienshao	7		5
666	5	127	621	Druddigon	Druddigon	4		5
667	5	128	622	Golett	Golett	12	10	5
668	5	129	623	Golurk	Golurk	12	10	5
669	5	130	624	Pawniard	Pawniard	3	18	5
670	5	131	625	Bisharp	Bisharp	3	18	5
671	5	132	626	Bouffalant	Bouffalant	14		5
672	5	133	627	Rufflet	Rufflet	14	9	5
673	5	134	628	Braviary	Braviary	14	9	5
674	5	135	629	Vullaby	Vullaby	3	9	5
675	5	136	630	Mandibuzz	Mandibuzz	3	9	5
676	5	137	631	Heatmor	Heatmor	8		5
677	5	138	632	Durant	Durant	2	18	5
678	5	139	633	Deino	Deino	3	4	5
679	5	140	634	Zweilous	Zweilous	3	4	5
680	5	141	635	Hydreigon	Hydreigon	3	4	5
681	5	142	636	Larvesta	Larvesta	2	8	5
682	5	143	637	Volcarona	Volcarona	2	8	5
683	5	144	638	Cobalion	Cobalion	18	7	5
684	5	145	639	Terrakion	Terrakion	17	7	5
685	5	146	640	Virizion	Virizion	11	7	5
686	5	147	641	Tornadus	Tornadus	9		5
687	5	148	642	Thundurus	Thundurus	5	9	5
688	5	149	643	Reshiram	Reshiram	4	8	5
689	5	150	644	Zekrom	Zekrom	4	5	5
690	5	151	645	Landorus	Landorus	12	9	5
691	5	152	646	Kyurem	Kyurem	4	13	5
692	5	153	647	Keldeo	Keldeo	19	7	5
693	5	154	648	Meloetta	Meloetta	14	16	5
694	5	154	648	Meloetta	Meloetta	14	7	5
695	5	155	649	Genesect	Genesect	2	18	5
696	6	1	650	Chespin	Chespin	11		6
697	6	2	651	Quilladin	Quilladin	11		6
698	6	3	652	Chesnaught	Chesnaught	11	7	6
699	6	4	653	Fennekin	Fennekin	8		6
700	6	5	654	Braixen	Braixen	8		6
701	6	6	655	Delphox	Delphox	8	16	6
702	6	7	656	Froakie	Froakie	19		6
703	6	8	657	Frogadier	Frogadier	19		6
704	6	9	658	Greninja	Greninja	19	3	6
705	6	10	659	Bunnelby	Bunnelby	14		6
706	6	11	660	Diggersby	Diggersby	14	12	6
707	6	14	661	Fletchling	Fletchling	14	9	6
708	6	15	662	Fletchinder	Fletchinder	8	9	6
709	6	16	663	Talonflame	Talonflame	8	9	6
710	6	20	664	Scatterbug	Scatterbug	2		6
711	6	21	665	Spewpa	Spewpa	2		6
712	6	22	666	Vivillon	Vivillon	2	9	6
713	6	57	667	Litleo	Litleo	8	14	6
714	6	58	668	Pyroar	Pyroar	8	14	6
715	6	68	669	Flabébé	Flabébé	6		6
716	6	69	670	Floette	Floette	6		6
717	6	70	671	Florges	Florges	6		6
718	6	89	672	Skiddo	Skiddo	11		6
719	6	90	673	Gogoat	Gogoat	11		6
720	6	91	674	Pancham	Pancham	7		6
721	6	92	675	Pangoro	Pangoro	7	3	6
722	6	93	676	Furfrou	Furfrou	14		6
723	6	114	677	Espurr	Espurr	16		6
724	6	115	678	Meowstic	Meowstic	16		6
725	6	117	679	Honedge	Honedge	18	10	6
726	6	118	680	Doublade	Doublade	18	10	6
727	6	119	681	Aegislash	Aegislash	18	10	6
728	6	129	682	Spritzee	Spritzee	6		6
729	6	130	683	Aromatisse	Aromatisse	6		6
730	6	131	684	Swirlix	Swirlix	6		6
731	6	132	685	Slurpuff	Slurpuff	6		6
732	7	10	686	Inkay	Inkay	3	16	6
733	7	11	687	Malamar	Malamar	3	16	6
734	7	21	688	Binacle	Binacle	17	19	6
735	7	22	689	Barbaracle	Barbaracle	17	19	6
736	7	30	690	Skrelp	Skrelp	15	19	6
737	7	31	691	Dragalge	Dragalge	15	4	6
738	7	32	692	Clauncher	Clauncher	19		6
739	7	33	693	Clawitzer	Clawitzer	19		6
740	7	46	694	Helioptile	Helioptile	5	14	6
741	7	47	695	Heliolisk	Heliolisk	5	14	6
742	7	64	696	Tyrunt	Tyrunt	17	4	6
743	7	65	697	Tyrantrum	Tyrantrum	17	4	6
744	7	66	698	Amaura	Amaura	17	13	6
745	7	67	699	Aurorus	Aurorus	17	13	6
746	7	85	700	Sylveon	Sylveon	6		6
747	7	89	701	Hawlucha	Hawlucha	7	9	6
748	7	110	702	Dedenne	Dedenne	5	6	6
749	7	124	703	Carbink	Carbink	17	6	6
750	8	19	704	Goomy	Goomy	4		6
751	8	20	705	Sliggoo	Sliggoo	4		6
752	8	21	706	Goodra	Goodra	4		6
753	8	50	707	Klefki	Klefki	18	6	6
754	8	61	708	Phantump	Phantump	10	11	6
755	8	62	709	Trevenant	Trevenant	10	11	6
756	8	63	710	Pumpkaboo	Pumpkaboo	10	11	6
757	8	64	711	Gourgeist	Gourgeist	10	11	6
758	8	79	712	Bergmite	Bergmite	13		6
759	8	80	713	Avalugg	Avalugg	13		6
760	8	113	714	Noibat	Noibat	9	4	6
761	8	114	715	Noivern	Noivern	9	4	6
762	8	148	716	Xerneas	Xerneas	6		6
763	8	149	717	Yveltal	Yveltal	3	9	6
764	8	150	718	Zygarde	Zygarde	4	12	6
765	6	151	719	Diancie	Diancie	17	6	6
766	6	152	720	Hoopa	Hoopa	16	10	6
767	6	152	720	Hoopa	Hoopa	16	3	6
768	6	153	721	Volcanion	Volcanion	8	19	6
769	9	1	722	Rowlet	Rowlet	11	9	7
770	9	2	723	Dartrix	Dartrix	11	9	7
771	9	3	724	Decidueye	Decidueye	11	10	7
772	9	4	725	Litten	Litten	8		7
773	9	5	726	Torracat	Torracat	8		7
774	9	6	727	Incineroar	Incineroar	8	3	7
775	9	7	728	Popplio	Popplio	19		7
776	9	8	729	Brionne	Brionne	19		7
777	9	9	730	Primarina	Primarina	19	6	7
778	9	10	731	Pikipek	Pikipek	14	9	7
779	9	11	732	Trumbeak	Trumbeak	14	9	7
780	9	12	733	Toucannon	Toucannon	14	9	7
781	9	13	734	Yungoos	Yungoos	14		7
782	9	14	735	Gumshoos	Gumshoos	14		7
783	9	27	736	Grubbin	Grubbin	2		7
784	9	28	737	Charjabug	Charjabug	2	5	7
785	9	29	738	Vikavolt	Vikavolt	2	5	7
786	9	59	739	Crabrawler	Crabrawler	7		7
787	9	60	740	Crabominable	Crabominable	7	13	7
788	9	82	741	Oricorio	Oricorio	8	9	7
789	9	82	741	Oricorio	Oricorio	5	9	7
790	9	82	741	Oricorio	Oricorio	16	9	7
791	9	82	741	Oricorio	Oricorio	10	9	7
792	9	83	742	Cutiefly	Cutiefly	2	6	7
793	9	84	743	Ribombee	Ribombee	2	6	7
794	9	103	744	Rockruff	Rockruff	17		7
795	9	104	745	Lycanroc	Lycanroc	17		7
796	9	110	746	Wishiwashi	Wishiwashi	19		7
797	9	113	747	Mareanie	Mareanie	15	19	7
798	9	114	748	Toxapex	Toxapex	15	19	7
799	9	132	749	Mudbray	Mudbray	12		7
800	9	133	750	Mudsdale	Mudsdale	12		7
801	9	141	751	Dewpider	Dewpider	19	2	7
802	9	142	752	Araquanid	Araquanid	19	2	7
803	9	143	753	Fomantis	Fomantis	11		7
804	9	144	754	Lurantis	Lurantis	11		7
805	9	145	755	Morelull	Morelull	11	6	7
806	9	146	756	Shiinotic	Shiinotic	11	6	7
807	9	161	757	Salandit	Salandit	15	8	7
808	9	162	758	Salazzle	Salazzle	15	8	7
809	9	169	759	Stufful	Stufful	14	7	7
810	9	170	760	Bewear	Bewear	14	7	7
811	9	171	761	Bounsweet	Bounsweet	11		7
812	9	172	762	Steenee	Steenee	11		7
813	9	173	763	Tsareena	Tsareena	11		7
814	9	174	764	Comfey	Comfey	6		7
815	9	176	765	Oranguru	Oranguru	14	16	7
816	9	177	766	Passimian	Passimian	7		7
817	9	182	767	Wimpod	Wimpod	2	19	7
818	9	183	768	Golisopod	Golisopod	2	19	7
819	9	186	769	Sandygast	Sandygast	10	12	7
820	9	187	770	Palossand	Palossand	10	12	7
821	9	200	771	Pyukumuku	Pyukumuku	19		7
822	9	203	772	Type: Null	Type: Null	14		7
823	9	204	773	Silvally	Silvally	14		7
824	9	213	774	Minior	Minior	17	9	7
825	9	222	775	Komala	Komala	14		7
826	9	224	776	Turtonator	Turtonator	8	4	7
827	9	225	777	Togedemaru	Togedemaru	5	18	7
828	9	242	778	Mimikyu	Mimikyu	10	6	7
829	9	243	779	Bruxish	Bruxish	19	16	7
830	9	244	780	Drampa	Drampa	14	4	7
831	9	263	781	Dhelmise	Dhelmise	10	11	7
832	9	271	782	Jangmo-o	Jangmo-o	4		7
833	9	272	783	Hakamo-o	Hakamo-o	4	7	7
834	9	273	784	Kommo-o	Kommo-o	4	7	7
835	9	285	785	Tapu Koko	Tapu Koko	5	6	7
836	9	286	786	Tapu Lele	Tapu Lele	16	6	7
837	9	287	787	Tapu Bulu	Tapu Bulu	11	6	7
838	9	288	788	Tapu Fini	Tapu Fini	19	6	7
839	9	289	789	Cosmog	Cosmog	16		7
840	9	290	790	Cosmoem	Cosmoem	16		7
841	9	291	791	Solgaleo	Solgaleo	16	18	7
842	9	292	792	Lunala	Lunala	16	10	7
843	9	293	793	Nihilego	Nihilego	17	15	7
844	9	294	794	Buzzwole	Buzzwole	2	7	7
845	9	295	795	Pheromosa	Pheromosa	2	7	7
846	9	296	796	Xurkitree	Xurkitree	5		7
847	9	297	797	Celesteela	Celesteela	18	9	7
848	9	298	798	Kartana	Kartana	11	18	7
849	9	299	799	Guzzlord	Guzzlord	3	4	7
850	9	300	800	Necrozma	Necrozma	16		7
851	9	301	801	Magearna	Magearna	18	6	7
852	9	302	802	Marshadow	Marshadow	7	10	7
853	9	261	803	Poipole	Poipole	15		7
854	9	262	804	Naganadel	Naganadel	15	4	7
855	9	392	805	Stakataka	Stakataka	17	18	7
856	9	393	806	Blacephalon	Blacephalon	8	10	7
857	9	403	807	Zeraora	Zeraora	5		7
858	1	152	808	Meltan	Meltan	18		7
859	1	153	809	Melmetal	Melmetal	18		7
860	10	1	810	Grookey	Grookey	11		8
861	10	2	811	Thwackey	Thwackey	11		8
862	10	3	812	Rillaboom	Rillaboom	11		8
863	10	4	813	Scorbunny	Scorbunny	8		8
864	10	5	814	Raboot	Raboot	8		8
865	10	6	815	Cinderace	Cinderace	8		8
866	10	7	816	Sobble	Sobble	19		8
867	10	8	817	Drizzile	Drizzile	19		8
868	10	9	818	Inteleon	Inteleon	19		8
869	10	24	819	Skwovet	Skwovet	14		8
870	10	25	820	Greedent	Greedent	14		8
871	10	21	821	Rookidee	Rookidee	9		8
872	10	22	822	Corvisquire	Corvisquire	9		8
873	10	23	823	Corviknight	Corviknight	9	18	8
874	10	10	824	Blipbug	Blipbug	2		8
875	10	11	825	Dottler	Dottler	2	16	8
876	10	12	826	Orbeetle	Orbeetle	2	16	8
877	10	29	827	Nickit	Nickit	3		8
878	10	30	828	Thievul	Thievul	3		8
879	10	126	829	Gossifleur	Gossifleur	11		8
880	10	127	830	Eldegoss	Eldegoss	11		8
881	10	34	831	Wooloo	Wooloo	14		8
882	10	35	832	Dubwool	Dubwool	14		8
883	10	42	833	Chewtle	Chewtle	19		8
884	10	43	834	Drednaw	Drednaw	19	17	8
885	10	46	835	Yamper	Yamper	5		8
886	10	47	836	Boltund	Boltund	5		8
887	10	161	837	Rolycoly	Rolycoly	17		8
888	10	162	838	Carkol	Carkol	17	8	8
889	10	163	839	Coalossal	Coalossal	17	8	8
890	10	205	840	Applin	Applin	11	4	8
891	10	206	841	Flapple	Flapple	11	4	8
892	10	207	842	Appletun	Appletun	11	4	8
893	10	312	843	Silicobra	Silicobra	12		8
894	10	313	844	Sandaconda	Sandaconda	12		8
895	10	309	845	Cramorant	Cramorant	9	19	8
896	10	180	846	Arrokuda	Arrokuda	19		8
897	10	181	847	Barraskewda	Barraskewda	19		8
898	10	310	848	Toxel	Toxel	5	15	8
899	10	311	849	Toxtricity	Toxtricity	5	15	8
900	10	159	850	Sizzlipede	Sizzlipede	8	2	8
901	10	160	851	Centiskorch	Centiskorch	8	2	8
902	10	351	852	Clobbopus	Clobbopus	7		8
903	10	352	853	Grapploct	Grapploct	7		8
904	10	335	854	Sinistea	Sinistea	10		8
905	10	336	855	Polteageist	Polteageist	10		8
906	10	241	856	Hatenna	Hatenna	16		8
907	10	242	857	Hattrem	Hattrem	16		8
908	10	243	858	Hatterene	Hatterene	16	6	8
909	10	238	859	Impidimp	Impidimp	3	6	8
910	10	239	860	Morgrem	Morgrem	3	6	8
911	10	240	861	Grimmsnarl	Grimmsnarl	3	6	8
912	10	33	862	Obstagoon	Obstagoon	3	14	8
913	10	183	863	Perrserker	Perrserker	18		8
914	10	237	864	Cursola	Cursola	10		8
915	10	219	865	Sirfetch'd	Sirfetch'd	7		8
916	10	366	866	Mr. Rime	Mr. Rime	13	16	8
917	10	328	867	Runerigus	Runerigus	12	10	8
918	10	185	868	Milcery	Milcery	6		8
919	10	186	869	Alcremie	Alcremie	6		8
920	10	345	870	Falinks	Falinks	7		8
921	10	353	871	Pincurchin	Pincurchin	5		8
922	10	349	872	Snom	Snom	13	2	8
923	10	350	873	Frosmoth	Frosmoth	13	2	8
924	10	369	874	Stonjourner	Stonjourner	17		8
925	10	370	875	Eiscue	Eiscue	13		8
926	10	337	876	Indeedee	Indeedee	16	14	8
927	10	344	877	Morpeko	Morpeko	5	3	8
928	10	302	878	Cufant	Cufant	18		8
929	10	303	879	Copperajah	Copperajah	18		8
930	10	374	880	Dracozolt	Dracozolt	5	4	8
931	10	375	881	Arctozolt	Arctozolt	5	13	8
932	10	376	882	Dracovish	Dracovish	19	4	8
933	10	377	883	Arctovish	Arctovish	19	13	8
934	10	371	884	Duraludon	Duraludon	18	4	8
935	10	395	885	Dreepy	Dreepy	4	10	8
936	10	396	886	Drakloak	Drakloak	4	10	8
937	10	397	887	Dragapult	Dragapult	4	10	8
938	10	398	888	Zacian	Zacian	6		8
939	10	398	888	Zacian	Zacian	6	18	8
940	10	399	889	Zamazenta	Zamazenta	7		8
941	10	399	889	Zamazenta	Zamazenta	7	18	8
942	10	400	890	Eternatus	Eternatus	15	4	8
943	10	0	891	Kubfu	Kubfu	7		8
944	10	0	892	Urshifu	Urshifu	7	3	8
945	10	0	892	Urshifu	Urshifu	7	19	8
946	10	0	893	Zarude	Zarude	3	11	8
947	10	0	894	Regieleki	Regieleki	5		8
948	10	0	895	Regidrago	Regidrago	4		8
949	10	0	896	Glastrier	Glastrier	13		8
950	10	0	897	Spectrier	Spectrier	10		8
951	10	0	898	Calyrex	Calyrex	16	11	8
952	10	0	898	Calyrex	Calyrex	16	13	8
953	10	0	898	Calyrex	Calyrex	16	10	8
954	10	0	898	Calyrex	Calyrex	16	11	8
