id_energy_card	card_number	card_number_special	id_rarity	id_energy	id_energy_special	id_set	id_extended_attributes_lookup	artist	text	additionalRule1	Holofoil	Promo	Fixed	Shining	Secret Count	Series Crossover	special_pokemon_types	Full Art	Gold Star	Regular Art	special_pokemon	Prism
205	103		2	12	38	77		129	This card can only be attached to Grass Pokémon. This card provides Grass Energy only while this card is attached to a Grass Pokémon. When you attach this card from your hand to 1 of your Grass Pokémon, heal 30 damage from that Pokémon. (If this card is attached to anything other than a Grass Pokémon, discard this card.)													
206	104		2	12	39	77		129	This card can only be attached to Fighting Pokémon. This card provides Fighting Energy only while this card is attached to a Fighting Pokémon. The attacks of the Fighting Pokémon this card is attached to do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance). (If this card is attached to anything other than a Fighting Pokémon, discard this card.)													
207	111		2	12	1	78		129	Double Colorless Energy provides ColorlessColorless Energy.													
208	112		2	12	40	78		129	This card can only be attached to Psychic Pokémon. This card provides Psychic Energy, but only while this card is attached to a Psychic Pokémon. The Retreat Cost of the Pokémon this card is attached to is ColorlessColorless less. (If this card is attached to anything other than a Psychic Pokémon, discard this card.)													
209	143		2	12	41	79		129	This card can only be attached to Metal Pokémon. This card provides Metal Energy only while this card is attached to a Metal Pokémon. The attacks of your opponent's Pokémon do 10 less damage to the Metal Pokémon this card is attached to (before applying Weakness and Resistance). (If this card is attached to anything other than a Metal Pokémon, discard this card.)													
210	144		2	12	42	79		129	This card can only be attached to Fairy Pokémon. This card provides Fairy Energy only while this card is attached to a Fairy Pokémon. Prevent all effects of your opponent's attacks, except damage, done to the Fairy Pokémon this card is attached to. (Existing effects are not removed.) (If this card is attached to anything other than a Fairy Pokémon, discard this card.)													
211	33		2	12	43	80		129	This card can only be attached to Team Aqua Pokémon. Discard this card at the end of the turn you attached it. This card provides WaterWater Energy only while it is attached to a Team Aqua Pokémon. (If this card is attached to anything other than a Team Aqua Pokémon, discard this card.)													
212	34		2	12	44	80		129	This card can only be attached to Team Magma Pokémon. Discard this card at the end of the turn you attached it. This card provides FightingFighting Energy only while it is attached to a Team Magma Pokémon. (If this card is attached to anything other than a Team Magma Pokémon, discard this card.)													
213	97		2	12	45	81		129	This card can only be attached to Dragon Pokémon. This card provides every type of Energy, but provides only 2 Energy at a time, only while this card is attached to a Dragon Pokémon. (If this card is attached to anything other than a Dragon Pokémon, discard this card.)													
214	82		2	12	47	82		129	This card can only be attached to Darkness Pokémon. This card provides Darkness Energy only while this card is attached to a Darkness Pokémon. Whenever the Darkness Pokémon this card is attached to is your Active Pokémon and is damaged by an attack from your opponent's Pokémon-EX (even if that Pokémon is Knocked Out), put 2 damage counters on the Attacking Pokémon-EX. (If this card is attached to anything other than a Darkness Pokémon, discard this card.)													
215	83		2	12	46	82		129	This card can only be attached to Lightning Pokémon. This card provides Lightning Energy only while this card is attached to a Lightning Pokémon. The Lightning Pokémon this card is attached to has no Weakness. (If this card is attached to anything other than a Lightning Pokémon, discard this card.)													
216	151		2	12	48	83		129	This card can only be attached to Fire Pokémon. This card provides Fire Energy only while this card is attached to a Fire Pokémon. If this card is discarded by an attack of the Fire Pokémon this card is attached to, attach this card from your discard pile to that Pokémon after attacking. (If this card is attached to anything other than a Fire Pokémon, discard this card.)													
217	152		2	12	4	83		129	This card provides Colorless Energy. While in play, this card provides every type of Energy but provides only 1 Energy at a time. When you attach this card from your hand to 1 of your Pokémon, put 1 damage counter on that Pokémon.													
218	113		2	12	49	84		129	This card can only be attached to Water Pokémon. This card provides Water Energy only while this card is attached to a Water Pokémon. If the Water Pokémon this card is attached to is Knocked Out by damage from an opponent's attack, put that Pokémon into your hand. (Discard all cards attached to it.) (If this card is attached to anything other than a Water Pokémon, discard this card.)													
219	74		2	12	1	85		129	Double Colorless Energy provides ColorlessColorless Energy.													
220	75		1	3		85		63														
221	76		1	2		85		63														
222	77		1	6		85		63														
223	78		1	4		85		63														
224	79		1	5		85		63														
225	80		1	1		85		63														
226	81		1	7		85		63														
227	82		1	8		85		63														
228	83		1	9		85		63														
229	114		2	12	1	87		129	Double Colorless Energy provides ColorlessColorless Energy.													
230	115		2	12	39	87		129	This card can only be attached to Fighting Pokémon. This card provides Fighting Energy only while this card is attached to a Fighting Pokémon. The attacks of the Fighting Pokémon this card is attached to do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance). (If this card is attached to anything other than a Fighting Pokémon, discard this card.)													
231	90		2	12	1	89		3	Double Colorless Energy provides ColorlessColorless Energy.													
232	91		1	3		89		63														
233	92		1	2		89		63														
234	93		1	6		89		63														
235	94		1	4		89		63														
236	95		1	5		89		63														
237	96		1	1		89		63														
238	97		1	7		89		63														
239	98		1	8		89		63														
240	99		1	9		89		63														
241	136		2	12	1	90		129	Double Colorless Energy provides ColorlessColorless Energy.													
242	137		2	12	4	90		129	This card provides Colorless Energy. While in play, this card provides every type of Energy but provides only 1 Energy at a time. When you attach this card from your hand to 1 of your Pokémon, put 1 damage counter on that Pokémon.													
243	162		3	5		90		63							1							
244	163		3	8		90		63							1							
245	164		1	3		90		63														
246	165		1	2		90		63														
247	166		1	6		90		63														
248	167		1	4		90		63														
249	168		1	5		90		63														
250	169		1	1		90		63														
251	170		1	7		90		63														
252	171		1	8		90		63														
253	172		1	9		90		63														
254	166		3	12	1	91		129	Double Colorless Energy provides ColorlessColorless Energy.						1							
255	167		3	3		91		63							1							
256	168		3	4		91		63							1							
257	169		3	1		91		63							1							
258	167		3	2		92		63							1							
259	168		3	7		92		63							1							
260	169		3	9		92		63							1							
261	69		2	12	1	93		63	Double Colorless Energy provides ColorlessColorless Energy.													
262	70		2	12	11	93		63	This card provides Colorless Energy. When you attach this card from your hand to your Active Pokémon, switch that Pokémon with 1 of your Benched Pokémon.													
263	100		2	12	50	94		63	This card provides Colorless Energy. If you have more Prize cards remaining than your opponent, and if this card is attached to a Pokémon that isn't a Pokémon-GX or Pokémon-EX, this card provides every type of Energy but provides only 2 Energy at a time.													
264	122		3	12	50	94		63	This card provides Colorless Energy. If you have more Prize cards remaining than your opponent, and if this card is attached to a Pokémon that isn't a Pokémon-GX or Pokémon-EX, this card provides every type of Energy but provides only 2 Energy at a time.						1							
265	123		3	12	11	94		63	This card provides Colorless Energy. When you attach this card from your hand to your Active Pokémon, switch that Pokémon with 1 of your Benched Pokémon.						1							
266	124		3	12	6	94		63							1							
267	136		3	12	51	95		63	This card provides Colorless Energy. While this card is attached to a Stage 2 Pokémon, it provides every type of Energy but provides only 1 Energy at a time. If you have 3 or more Stage 2 Pokémon in play, it provides every type of Energy but provides 4 Energy at a time.	You can't have more than 1 ◇ card with the same name in your deck. If a ◇ card would go to the discard pile, put it in the Lost Zone instead.	1						1					1
268	137		2	12	52	95		63	This card provides Colorless Energy. While this card is attached to a Pokémon, it provides Grass, Fire, and Water Energy but provides only 1 Energy at a time.													
269	138		2	12	53	95		63	This card provides Colorless Energy. While this card is attached to a Pokémon, it provides Lightning, Psychic, and Metal Energy but provides only 1 Energy at a time.													
270	170		3	12	52	95		63	This card provides Colorless Energy. While this card is attached to a Pokémon, it provides Grass, Fire, and Water Energy but provides only 1 Energy at a time.						1							
271	171		3	12	53	95		63	This card provides Colorless Energy. While this card is attached to a Pokémon, it provides Lightning, Psychic, and Metal Energy but provides only 1 Energy at a time.						1							
272	117		3	12	55	96		63	This card provides Colorless Energy. While this card is attached to an Ultra Beast, it provides every type of Energy but provides only 1 Energy at a time. The attacks of the Ultra Beast this card is attached to do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).	You can't have more than 1 ◇ card with the same name in your deck. If a ◇ card would go to the discard pile, put it in the Lost Zone instead.	1						1					1
273	118		2	12	54	96		63	This card provides Colorless Energy. While this card is attached to a Pokémon, it provides Fighting, Darkness, and Fairy Energy but provides only 1 Energy at a time.													
274	146		3	12	54	96		63	This card provides Colorless Energy. While this card is attached to a Pokémon, it provides Fighting, Darkness, and Fairy Energy but provides only 1 Energy at a time.						1							
275	151		2	12	4	97		63	This card provides Colorless Energy. While in play, this card provides every type of Energy but provides only 1 Energy at a time. When you attach this card from your hand to 1 of your Pokémon, put 1 damage counter on that Pokémon.													
276	183		3	12	4	97		63	This card provides Colorless Energy. While in play, this card provides every type of Energy but provides only 1 Energy at a time. When you attach this card from your hand to 1 of your Pokémon, put 1 damage counter on that Pokémon.						1							
277	194		2	12	56	99		63	This card provides Colorless Energy. The Pokémon this card is attached to can use any attack from its previous Evolutions. (You still need the necessary Energy to use each attack.)													
278	190		2	12	59	101		129	This card can only be attached to Evolution Pokémon. If this card is attached to 1 of your Pokémon, discard it at the end of the turn. This card provides ColorlessColorlessColorless Energy only while it is attached to an Evolution Pokémon. If this card is attached to anything other than an Evolution Pokémon, discard this card.													
279	234		3	12	59	101		129	This card can only be attached to Evolution Pokémon. If this card is attached to 1 of your Pokémon, discard it at the end of the turn. This card provides ColorlessColorlessColorless Energy only while it is attached to an Evolution Pokémon. If this card is attached to anything other than an Evolution Pokémon, discard this card.						1							
280	257		3	12	7	102		63	This card provides Colorless Energy.\n\nIf this card is discarded from play, put it into your hand instead of the discard pile.						1							
281	258		3	12	58	102		63	This card provides Colorless Energy.\n\nThe Pokémon this card is attached to has no Weakness.						1							
282	212		2	12	7	102		129	This card provides Colorless Energy. If this card is discarded from play, put it into your hand instead of the discard pile.													
283	213		2	12	58	102		129	This card provides Colorless Energy. The Pokémon this card is attached to has no Weakness.													
284	209		2	12	60	105		63	This card provides Colorless Energy. When you attach this card from your hand to a Pokémon, draw a card.													
285	271		3	12	60	105		63	This card provides Colorless Energy. When you attach this card from your hand to a Pokémon, draw a card.						1							
286	186		2	12	61	106		63	You can attach this card to 1 of your Pokémon only if you discard another card from your hand. As long as this card is attached to a Pokémon, it provides every type of Energy but provides only 1 Energy at a time.													
287	171		2	12	62	107		63	As long as this card is attached to a Pokémon, it provides Colorless Energy. When you attach this card from your hand to a Pokémon, search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.													
288	172		2	12	63	107		63	As long as this card is attached to a Pokémon, it provides Psychic Energy. If the Psychic Pokémon this card is attached to is in the Active Spot and is damaged by an opponent's attack (even if it is Knocked Out), put 2 damage counters on the Attacking Pokémon.													
289	173		2	12	64	107		63	As long as this card is attached to a Pokémon, it provides Lightning Energy. When you attach this card from your hand to a Lightning Pokémon, draw 2 cards.													
290	174		2	12	65	107		63	As long as this card is attached to a Pokémon that isn't a Pokémon V or a Pokémon-GX, it provides ColorlessColorless Energy. If this card is attached to a Pokémon V or a Pokémon-GX, it provides Colorless Energy instead.													
291	174		2	12	66	108		63	As long as this card is attached to a Pokémon, it provides Fire Energy. The Fire Pokémon this card is attached to gets +20 HP.													
292	175		2	12	67	108		63	As long as this card is attached to a Pokémon, it provides Darkness Energy. The Darkness Pokémon this card is attached to has no Retreat Cost.													
293	176		2	12	68	108		63	As long as this card is attached to a Pokémon, it provides Colorless Energy. The attacks of the Colorless Pokémon this card is attached to do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).													
