id_action	id_action_type	name	text
454	2	Nurture and Heal	Once during your turn (before your attack), you may attach a Grass Energy card from your hand to 1 of your Pokémon. If you do, remove 1 damage counter from that Pokémon. This power can't be used if Meganium ex is affected by a Special Condition.
455	2	Bursting Up	Once during your turn, when you play Typhlosion ex from your hand to evolve 1 of your Pokémon, count the number of your opponent's Benched Pokémon. You may search your deck for up to that number of Fire Energy cards and attach them to 1 of your Fire Pokémon. Shuffle your deck afterward.
456	2	Darker Ring	Once during your turn (before your attack), when you play Umbreon ex from your hand to evolve 1 of your Pokémon, switch 1 of your opponent's Benched Pokémon with 1 of the Defending Pokémon. Your opponent chooses the Defending Pokémon to switch.
457	2	Night Cry	Once during your turn, if Rocket's Persian ex is on your Bench, you may search your deck for a Pokémon with Dark or Rocket's in its name. Show it to your opponent and put it into your hand. Shuffle your deck afterward.
458	2	Shuffle	Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.
459	3	Intimidating Fang	As long as Feraligatr is your Active Pokémon, any damage done to your Pokémon by an opponent's attack is reduced by 10 (before applying Weakness and Resistance).
460	3	Lonesome	As long as you have less Pokémon in play than your opponent, your opponent can't play any Trainer cards (except for Supporter cards) from his or her hand.
461	3	Healing Aroma	As long as Meganium is your Active Pokémon, remove 1 damage counter from each Pokémon (excluding Pokémon-ex) (both yours and your opponent's) between turns.
462	3	Super Suction Cups	As long as Octillery is your Active Pokémon, your opponent's Pokémon can't retreat.
463	3	Spiral Swirl	If Poliwrath is your Active Pokémon and is Knocked Out by damage from an opponent's attack, the Attacking Pokémon is now Confused.
464	3	Dual Armor	As long as Slowbro has any Psychic Energy attached to it, Slowbro is both Water and Psychic type.
465	3	Burning Aura	As long as Typhlosion is your Active Pokémon, put 1 damage counter on each Active Pokémon (both yours and your opponent's) between turns.
466	3	Intimidating Ring	As long as Ursaring is your Active Pokémon, your opponent's Basic Pokémon can't attack or use any Poké-Powers.
467	3	Stages of Evolution	As long as Electabuzz is an Evolved Pokémon, damage done by attacks from your opponent's Pokémon that has any Special Energy cards attached to it is reduced by 40 (after applying Weakness and Resistance).
468	3	Stages of Evolution	As long as Hitmonchan is an Evolved Pokémon, Hitmonchan gets +30 HP.
469	3	Stages of Evolution	As long as Hitmonlee is an Evolved Pokémon, Hitmonlee's attacks do 20 more damage to your opponent's Pokémon (before applying Weakness and Resistance).
470	3	Stages of Evolution	As long as Hitmontop is an Evolved Pokémon, is your Active Pokémon, and is damaged by an opponent's attack (even if Hitmontop is Knocked Out), put 2 damage counters on the Attacking Pokémon.
471	3	Stages of Evolution	As long as Jynx is an Evolved Pokémon, prevent all effects of opponent's attacks, except damage, done to Jynx, and Jynx has no Weakness.
472	3	Baby Evolution	Once during your turn (before your attack), you may put Hitmonlee, Hitmonchan, or Hitmontop from your hand onto Tyrogue (this counts as evolving Tyrogue) and remove all damage counters from Tyrogue.
473	3	Intimidating Fang	As long as Granbull is your Active Pokémon, any damage done to your Pokémon by an opponent's attack is reduced by 10 (before applying Weakness and Resistance).
474	3	Dual Armor	As long as Magcargo has any Fighting Energy attached to it, Magcargo is both Fire and Fighting type.
475	3	Thick Fat	Any damage done to Miltank by attacks from Fire Pokémon and Water Pokémon is reduced by 30 (after applying Weakness and Resistance).
476	3	Dense	Any damage done to Quagsire by attacks from your opponent's Evolved Pokémon is reduced by 20 (after applying Weakness and Resistance).
477	3	Extra Tight	Prevent all damage done to Shuckle by attacks from your opponent's Pokémon-ex.
478	3	Energy Evolution	Whenever you attach an Energy card from your hand to Eevee, you may search your deck for a card that evolves from Eevee that is the same type as the Energy card you attached to Eevee. Put that card onto Eevee. (This counts as evolving Eevee.) Shuffle your deck afterward. This power can't be used when you attach an Energy card to Eevee as part of an attack's effect.
479	3	Free Flight	If Gligar has no Energy attached to it, Gligar's Retreat Cost is 0.
480	3	Overpowering Fang	As long as Feraligatr ex is your Active Pokémon, each player's Pokémon (excluding Pokémon-ex) can't use any Poké-Powers or Poké-Bodies.
481	3	Silver Sparkle	If Lugia ex is your Active Pokémon and is damaged by an opponent's attack (even if Lugia ex is Knocked Out), flip a coin. If heads, choose an Energy card attached to the Attacking Pokémon and return it to your opponent's hand.
482	3	Danger Perception	As long as Scizor ex's remaining HP is 60 or less, Scizor ex does 40 more damage to the Defending Pokémon (before applying Weakness and Resistance).
483	3	Poison Resistance	Steelix ex can't be Poisoned.
484	2	Final Sting	Once during your turn (before your attack), you may Knock Out Beedrill. If you do, choose 1 of your opponent's Defending Pokémon. That Pokémon is now Paralyzed and Poisoned. Put 2 damage counters instead of 1 on that Pokémon between turns. This power can't be used if Beedrill is affected by a Special Condition.
485	2	Delta Charge	Once during your turn (before your attack), you may attach a Lightning Energy card from your discard pile to 1 of your Benched Pokémon. This power can't be used if Dragonite is affected by a Special Condition.
486	2	Delta Heal	Once during your turn (before your attack), you may remove 1 damage counter from each of your Pokémon that has δ on its card. You can't use more than 1 Delta Heal Poké-Power each turn. This power can't be used if Espeon is affected by a Special Condition.
487	2	Energy Jump	Once during your turn (before your attack), you may move an Energy card attached to 1 of your Pokémon to another of your Pokémon. This power can't be used if Gardevoir is affected by a Special Condition.
488	2	Delta Control	Once during your turn (before your attack), you may look at the top 4 cards of your deck, choose 1 of them, and put it into your hand. Put the 3 other cards on the bottom of your deck in any order. This power can't be used if Metagross is affected by a Special Condition.
489	2	Delta Switch	Once during your turn, when you put Mewtwo from your hand onto your Bench, you may move any number of basic Energy cards attached to your Pokémon to your other Pokémon (excluding Mewtwo) in any way you like.
490	2	Metal Navigation	Once during your turn (before your attack), you may search your deck for a Metal Energy card and attach it to Starmie. Shuffle your deck afterward. This power can't be used if Starmie is affected by a Special Condition.
491	2	Crush Draw	Once during your turn (before your attack), you may reveal the top card of your deck. If that card is a basic Energy card, attach it to 1 of your Pokémon. If not, put the card back on top of your deck. This power can't be used if Tyranitar is affected by a Special Condition.
492	2	Baby Evolution	Once during your turn (before your attack), you may put Marill from your hand onto Azurill (this counts as evolving Azurill) and remove all damage counters from Azurill.
493	2	Backup	Once during your turn (before your attack), if you have less than 6 cards in your hand, you may draw cards until you have 6 cards in your hand. This power can't be used if Porygon2 is affected by a Special Condition.
494	2	Prize Shift	Once during your turn (before your attack), you may choose a card from your hand and put it as a Prize card face up. If you do, choose 1 of your face-down Prize cards without looking and put it into your hand. This power can't be used if Slowking is affected by a Special Condition or if all of your Prize cards are face up.
495	2	Duplicate	Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.
496	2	Prowl	Once during your turn, when you play Persian from your hand to evolve 1 of your Pokémon, you may search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.
497	2	Evolutionary Flame	Once during your turn, when you play Flareon ex from your hand to evolve 1 of your Pokémon, you may choose 1 of the Defending Pokémon. That Pokémon is now Burned and Confused.
498	2	Evolutionary Thunder	Once during your turn, when you play Jolteon ex from your hand to evolve 1 of your Pokémon, you may put 1 damage counter on each of your opponent's Pokémon.
499	2	Evolutionary Swirl	Once during your turn, when you play Vaporeon ex from your hand to evolve 1 of your Pokémon, you may have your opponent shuffle his or her hand into his or her deck. Then, your opponent draws up to 4 cards.
500	3	Delta Aura	If you have Latios or Latios ex in play, the attack cost of Latias's Extra Crush is now Lightning Metal Colorless.
501	3	Delta Aura	If you have Latias or Latias ex in play, the attack cost of Latios's Psychic Force is now Lightning Metal Colorless.
502	3	Delta Guard	As long as Rayquaza has any Holon Energy cards attached to it, ignore the effect of Rayquaza's Lightning Storm attack.
503	3	Delta Moon	When your opponent attaches a Special Energy card from his or her hand to 1 of his or her Pokémon, put 1 damage counter on that Pokémon. You can't use more than 1 Delta Moon Poké-Body each turn.
504	3	Binding Aura	Your opponent can't play any Basic Pokémon or Evolution cards from his or her hand to evolve an Asleep Pokémon and can't attach any Energy cards from his or her hand to an Asleep Pokémon.
505	3	Delta Storm	As long as Sandslash is your Active Pokémon, put 1 damage counter on each of your opponent's Pokémon-ex between turns.
506	3	Body Odor	As long as Weezing is the Active Pokémon, put 1 damage counter on each of your opponent's Pokémon that has any Poké-Bodies between turns.
507	3	Reversal Aura	As long as you have more Prize cards left than your opponent, each of Hariyama's attacks does 20 more damage to the Active Pokémon (before applying Weakness and Resistance) and damage done by the Active Pokémon to Hariyama is reduced by 20 (after applying Weakness and Resistance).
508	3	Beacon Protection	As long as you have Volbeat in play, prevent all effects, including damage, done to Illumise by attacks from your opponent's Pokémon that has Dark in its name.
509	3	Exoskeleton	Any damage done to Shelgon by attacks is reduced by 10 (after applying Weakness and Resistance).
510	3	Shining Horn	As long as Skarmory is the only Pokémon you have in play, your opponent's Basic Pokémon can't attack.
511	3	Extra Protection	As long as you have Illumise in play, prevent all effects, including damage, done to Volbeat by attacks from your opponent's Pokémon-ex.
512	3	Conductive Body	You pay Colorless to retreat Beldum for each Beldum on your Bench.
513	3	Thick Fat	Any damage done to Azumarill by attacks from Fire Pokémon and Water Pokémon is reduced by 30 (after applying Weakness and Resistance).
514	3	Crystal Type	Whenever you attach a Fire, Electric or Fighting basic Energy card from your hand to Charizard, Charizard’s type (color) becomes the same as that type of Energy until the end of the turn.
515	3	Crystal Type	Whenever you attach a Water, Electric or Fighting basic Energy card from your hand to Kabutops, Kabutops’s type (color) becomes the same as that type of Energy until the end of the turn.
516	3	Crystal Type	Whenever you attach a Fire, Water or Electric basic Energy card from your hand to Ho-oh, Ho-os’s type (color) becomes the same as that type of Energy until the end of the turn.
517	3	Crystal Type	Whenever you attach a Grass, Fire or Psychic basic Energy card from your hand to Crobat, Crobat’s type (color) becomes the same as that type of Energy until the end of the turn.
518	2	Reactive Shift	Once during your turn (before your attack), you may move a React Energy card attached to 1 of your Pokémon to another of your Pokémon. This power can't be used if Delcatty is affected by a Special Condition.
519	2	Shadow Curse	If Gengar would be Knocked Out by damage from an opponent's attack, you may put 3 damage counters on 1 of your opponent's Pokémon.
520	2	Support Navigation	Once during your turn, when you put Lapras onto your Bench from your hand, you may search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
521	2	Type Change	Once during your turn (before your attack), you may choose 1 of the Defending Pokémon. Mew is the same type as that Pokémon (all if that Pokémon is more than 1 type) until the end of your turn. This power can't be used if Mew is affected by a Special Condition.
522	2	Evolutionary Fan	Once during your turn, when you play Shiftry from your hand to evolve 1 of your Pokémon, you may choose 1 of your Evolved Pokémon in play (excluding any Shiftry). Return that Pokémon and all cards attached to it to your hand.
523	2	Nectar Pod	Once during your turn (before your attack), you may switch 1 of your opponent's Benched Stage 2 Evolved Pokémon with 1 of the Defending Pokémon. Your opponent chooses the Defending Pokémon to switch. This power can't be used if Victreebel is affected by a Special Condition.
524	2	Reactive Generator	Once during your turn (before your attack), if Huntail has no React Energy cards attached to it, you may search your deck for a React Energy card and attach it to Huntail. Shuffle your deck afterward. This power can't be used if Huntail is affected by a Special Condition.
525	2	Reactive Recharge	If Magneton would be Knocked Out by damage from an opponent's attack, you may move any number of React Energy cards from Magneton to your Pokémon in any way you like.
526	2	Emerge	Once during your turn (before your attack), if Cascoon is your Active Pokémon, you may flip a coin. If heads, search your deck for a card that evolves from Cascoon and put it onto Cascoon. (This counts as evolving Cascoon.) Shuffle your deck afterward. This power can't be used if Cascoon is affected by a Special Condition.
527	2	Power Circulation	Once during your turn (before your attack), you may search your discard pile for a basic Energy card, show it to your opponent, and put it on top of your deck. If you do, put 1 damage counter on Sealeo. This power can't be used if Sealeo is affected by a Special Condition.
528	2	Baby Evolution	Once during your turn (before your attack), you may put Magmar from your hand onto Magby (this counts as evolving Magby) and remove all damage counters from Magby.
529	2	Baby Evolution	Once during your turn (before your attack), you may put Wobbuffet from your hand onto Wynaut (this counts as evolving Wynaut) and remove all damage counters from Wynaut.
530	2	Shady Move	Once during your turn (before your attack), if Banette ex is your Active Pokémon, you may move 1 damage counter from either player's Pokémon to another Pokémon (yours or your opponent's). This power can't be used if Banette ex is affected by a Special Condition.
531	2	Emerge Charge	Once during your turn, when you play Flygon ex from your hand to evolve 1 of your Pokémon, you may search your discard pile for up to 2 Energy cards and attach them to Flygon ex.
532	3	Reactive Protection	Any damage done to Aerodactyl by attacks from your opponent's Pokémon is reduced by 10 for each React Energy card attached to Aerodactyl (after applying Weakness and Resistance).
533	3	Ancient Shell	As long as you have Omanyte or Omastar in play, damage done to Kabutops by attacks is reduced by 20 (after applying Weakness and Resistance).
534	3	Stench	As long as Muk is your Active Pokémon, each player's Pokémon can't use any Poké-Powers.
535	3	Reactive Lift	As long as Wailord has any React Energy cards attached to it, the Retreat Cost for each of your Water Pokémon (excluding Pokémon-ex) is 0.
536	3	Shining Horn	As long as Absol is the only Pokémon you have in play, your opponent's Basic Pokémon can't attack.
537	3	Rear Sensor	Each player's Active Basic Pokémon (excluding Pokémon-ex) can't use any Poké-Powers.
538	3	Reactive Booster	Each React Energy card attached to all of your Huntail and Gorebyss provides 2 Energy of every type but has no effect other than providing Energy.
539	3	Dual Armor	As long as Lanturn has any Water Energy attached to it, Lanturn is both Water and Lightning type.
540	3	Sol Shade	As long as you have Solrock in play, each player's Fire Pokémon (excluding Pokémon-ex) can't use any Poké-Powers.
541	3	Stages of Evolution	As long as Magmar is an Evolved Pokémon, all Energy attached to Magmar are Fire Energy instead of their usual types.
542	3	Ancient Fang	As long as you have Kabuto, Kabutops, or Kabutops ex in play, Omastar's attacks do 20 more damage to the Defending Pokémon (before applying Weakness and Resistance).
543	3	Shining Horn	As long as Pinsir is the only Pokémon you have in play, your opponent's Basic Pokémon can't attack.
544	3	Luna Shade	As long as you have Lunatone in play, each player's Colorless Pokémon (excluding Pokémon-ex) can't use any Poké-Powers.
545	3	Pattern Distraction	As long as Spinda is your Active Pokémon, whenever your opponent's Basic Pokémon tries to attack, your opponent flips a coin. If tails, that attack does nothing. You can't use more than 1 Pattern Distraction Poké-Body each turn.
546	3	Stages of Evolution	As long as Wobbuffet is an Evolved Pokémon, your opponent pays Colorless more to retreat his or her Active Pokémon.
547	3	Deadlock	As long as Dunsparce is your Active Pokémon, your opponent's Dunsparce can't attack.
548	3	Exoskeleton	Any damage done to Graveler by attacks is reduced by 10 (after applying Weakness and Resistance).
549	3	Ancient Protection	Each of your Omanyte, Omastar, Kabuto, Kabutops, and Kabutops ex has no Weakness.
550	3	Reactive Colors	If Kecleon has any React Energy cards attached to it, Kecleon is Grass, Fire, Water, Lightning, Psychic, and Fighting type.
551	3	Paranoid	As long as Machoke is Confused, Machoke's attacks do 50 more damage to the Defending Pokémon (before applying Weakness and Resistance).
552	3	Deep Sleep	As long as Misdreavus is your Active Pokémon, each player flips 2 coins for his or her Pokémon that is Asleep between turns. If either coin is tails, that Pokémon is still Asleep.
553	3	Reactive Aroma	As long as Roselia has any React Energy cards attached to it, remove 1 damage counter from each of your Pokémon (excluding Pokémon-ex) that has any React Energy cards attached to it between turns. You can't use more than 1 Reactive Aroma Poké-Body each turn.
554	3	Reactive Healing	Whenever you attach a React Energy card from your hand to Tangela, remove all damage counters from Tangela.
555	3	Reactive Shield	As long as Tentacruel has any React Energy cards attached to it, prevent all effects, including damage, done to any of your Tentacruel in play by attacks from your opponent's Pokémon-ex.
556	3	Ancient Tentacles	Damage done to your opponent's Pokémon by your Omanyte, Omastar, Kabuto, Kabutops, or Kabutops ex isn't affected by Resistance.
557	3	Poison Payback	If Wurmple is your Active Pokémon and is damaged by an opponent's attack (even if Wurmple is Knocked Out), the Attacking Pokémon is now Poisoned.
558	3	Fire Remedy	Whenever you attach a Fire Energy from your hand to Arcanine ex, remove 1 damage counter and all Special Conditions from Arcanine ex.
559	3	Dual Armor	As long as Armaldo ex has any React Energy cards attached to it, Armaldo ex is both Grass and Fighting type.
560	3	Safeguard	Prevent all effects of attacks, including damage, done to Dustox ex by your opponent's Pokémon-ex.
561	3	Versatile	Mew ex can use the attacks of all Pokémon in play as its own. (You still need the necessary Energy to use each attack.)
562	3	Icy Aura	As long as Walrein ex is your Active Pokémon, put 1 damage count on each Active Pokémon (both yours and your opponent's) between turns, excluding Water Pokémon.
563	3	Jagged Stone	If Claw Fossil is your Active Pokémon and is damaged by an opponent's attack (even if Claw Fossil is Knocked Out), put 1 damage counter on the Attacking Pokémon.
564	3	Spongy Stone	At any time between turns, remove 1 damage counter from Root Fossil.
565	2	Major Tsunami	Once during your turn (before your attack), if Feraligatr is your active Pokémon and if your opponent has any Benched Pokémon, your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon. Either way, if you have any Benched Pokémon, swtich Feraligatr with 1 one them. This power can’t be used if Feraligatr is affected by a Special Condition.
566	2	Psymimic	Once during your turn, instead of Alakazam’s normal attack, you may choose 1 of your opponent’s Pokémon attacks. Alakazam copies that attack including its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type that Pokémon is, Alakazam’s type is still Psychic). This power can’t be used if Alakazam is affected by a Special Condition.
567	3	Dark Aura	All Energy attached to Tyranitar is Darkness Energy instead of its usual type.
568	2	Harvest Bounty	Once during your turn (before your attack), if you attach an Energy card to your Active Pokémon as part of your turn, you may attach an additional Energy card to that Pokémon at the same time. This power can’t be used if Venusaur is affected by a Special Condition.
569	3	Pure Body	To attach a Fire Energy card from you hand to Entei, you must discard an Energy card attached to Enteir. Attach the Fire Energy, and then discard an Energy from Entei.
570	2	Energy Return	As often as you like during your turn (before your attack), choose an Energy card attached to 1 of your Pokémon and return it to your hand. This power can’t be used if Espeon is affected by a Special Condition.
571	3	Poison Resistance	Scizor can’t be Poisoned.
572	3	Pure Body	To attach a Water Energy card from your hand to Suicune, you must discard an Energy card attached to Suicune. (Attach the Water Energy and then discard an Energy card from Suicune.)
573	2	Delta Supply	Once during your turn (before your attack), you may attach a basic Energy card or a δ Rainbow Energy card from your hand to 1 of your Pokémon that has δ on its card. This power can't be used if Flygon is affected by a Special Condition.
574	2	Dragon Curse	Once during your turn (before your attack), if Kingdra is your Active Pokémon, you may put 2 damage counters on 1 of your opponent's Pokémon with δ on its card. This power can't be used if Kingdra is affected by a Special Condition.
575	2	Poison Pollen	Once during your turn (before your attack), you may flip a coin. If heads, choose 1 of the Defending Pokémon. That Pokémon is now Poisoned. This power can't be used if Vileplume is affected by a Special Condition.
576	2	Primal Light	Once during your turn (before your attack), you may search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Aerodactyl is affected by a Special Condition.
577	2	Delta Support	Once during your turn (before your attack), if you have a Supporter card with Holon in its name in play, you may search your discard pile for a basic Energy card or a δ Rainbow Energy card, show it to your opponent, and put it into your hand. This power can't be used if Chimecho is affected by a Special Condition.
578	2	Splash Back	Once during your turn (before your attack), if your opponent has 4 or more Benched Pokémon, you may choose 1 of them and return that Pokémon and all cards attached to it to his or her hand. This power can't be used if Crawdaunt ex is affected by a Special Condition.
579	2	Psychic Vision	Once during your turn (before your attack), if Mew ex is on your Bench, you may look at your opponent's hand.
580	2	Driving Howl	Once during your turn (before your attack), you may choose 1 of the Defending Pokémon and switch it with 1 of your opponent's Benched Pokémon. Your opponent chooses the Benched Pokémon to switch. This power can't be used if Mightyena ex is affected by a Special Condition.
581	3	Delta Reactor	As long as any Stadium card with Holon in its name is in play, each of your Pokémon that has δ on its card does 10 more damage to the Defending Pokémon (before applying Weakness and Resistance).
582	3	Dual Aura	As long as you have Latios or Latios ex in play, each player's Evolved Pokémon (excluding Pokémon-ex) can't use any Poké-Bodies.
583	3	Dual Aura (Duaru oora)	As long as you have Latias or Latias ex in play, each player's Evolved Pokémon (excluding Pokémon-ex) can't use any Poké-Bodies.
584	3	Delta Reserve	As long as Pidgeot has any Holon Energy cards attached to it, each player's Pokémon (excluding Pokémon that has δ on its card) can't use any Poké-Powers.
585	3	Hydro Barrier	As long as Rayquaza has any Holon Energy cards attached to it, each of your Water Pokémon has no Weakness.
586	3	Fellowship	Bellossom can use the attacks of all Oddish, Gloom, Vileplume, Vileplume ex, or other Bellossom you have in play as its own. (You still need the necessary Energy to use each attack.)
587	3	Clear Body	Regice can't be affected by any Special Conditions.
588	3	Clear Body	Regirock can't be affected by any Special Conditions.
589	3	Clear Body	Registeel can't be affected by any Special Conditions.
590	3	Aqua Lift	If Relicanth has any Water Energy attached to it, the Retreat Cost for Relicanth is 0.
591	3	Delta Block	As long as any Stadium card with Holon in its name is in play, your opponent can't play any Stadium cards from his or her hand.
592	2	Peal of Thunder	Once during your turn, when you play Charizard from your hand to evolve 1 of your Pokémon, you may look at the top 5 cards of your deck, choose as many Energy cards as you like, and attach them to 1 of your Pokémon. Discard the other cards.
593	2	Excavate	Once during your turn (before your attack), you may look at the card on top of your deck. Put that card on top of your deck, or discard that card. This power can't be used if Sableye is affected by a Special Condition.
594	2	Crush Chance	Once during your turn, when you put Tauros from your hand onto your Bench, you may discard a Stadium card in play.
595	2	Spike Storm	Once during your turn (before your attack), if Cacturne is your Active Pokémon, you may put 1 damage counter on 1 of your opponent's Pokémon that already has any damage counters on it. This power can't be used if Cacturne is affected by a Special Condition.
596	2	Delta Sign	Once during your turn (before your attack), you may search your deck for a Pokémon that has δ on its card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. You can't use more than 1 Delta Sign Poké-Power each turn. This power can't be used if Fearow is affected by a Special Condition.
597	2	Delta Transport	Once during your turn (before your attack), if Pelipper is on your Bench, you may switch 1 of your Active Pokémon that has δ on its card with 1 of your Benched Pokémon.
598	2	Echo Draw	Once during your turn (before your attack), you may draw a card. This power can't be used if Swampert is affected by a Special Condition.
599	2	Constrain	Once during your turn (before your attack), you may use this power. Each player discards cards until that player has 6 cards in his or her hand. (You discard first.) This power can't be used if Delcatty ex is affected by a Special Condition.
600	2	Energy Recycle	Once during your turn (before your attack), you may search your discard pile for 3 Energy cards and attach them to your Pokémon in any way you like. If you do, your turn ends. This power can't be used if Swampert ex is affected by a Special Condition.
601	2	Time Travel	If Celebi Star would be Knocked Out by damage from an opponent's attack, you may flip a coin. If heads, Celebi Star is not Knocked Out, discard all cards attached to Celebi Star, and put Celebi Star on the bottom of your deck.
602	3	Safeguard	Prevent all effects of attacks, including damage, done to Banette by your opponent's Pokémon-ex.
603	3	Shield Veil	Each of your Active Pokémon has no Weakness.
604	3	Delta Protection	Any damage done to Camerupt by attacks from your opponent's Pokémon that has δ on its card is reduced by 40 (after applying Weakness and Resistance).
605	3	Sand Veil	Prevent all damage done to your Benched Pokémon by your opponent's attacks.
606	3	Overzealous	If your opponent has any Pokémon-ex in play, each of Ludicolo's attacks does 30 more damage to the Defending Pokémon.
607	3	Fluffy Fur	If Wigglytuff is your Active Pokémon and is damaged by an opponent's attack (even if Wigglytuff is Knocked Out), the Attacking Pokémon is now Asleep.
608	3	Water Pressure	As long as Blastoise's remaining HP is 40 or less, Blastoise does 40 more damage to the Defending Pokémon (before applying Weakness and Resistance).
609	3	Cursed Glare	As long as Dusclops is your Active Pokémon, your opponent can't attach any Special Energy cards (except for Darkness and Metal Energy cards) from his or her hand to his or her Active Pokémon.
610	3	Thick Fat	Any damage done to Grumpig by attacks from Fire Pokémon and Water Pokémon is reduced by 30 (after applying Weakness and Resistance).
611	3	Hover Lift	You pay Colorless less to retreat your Jigglypuff, Wigglytuff, Wigglytuff ex, and Igglybuff.
612	3	Dual Armor	As long as Medicham has any Psychic Energy cards attached to it, Medicham is both Psychic and Fighting type.
613	3	Chlorophyll	All Energy cards that provide only Colorless Energy attached to your Grass Pokémon provide Grass Energy instead.
614	3	Aqua Lift	If Lotad has any Water Energy attached to it, the Retreat Cost for Lotad is 0.
615	3	Submerge	As long as Mudkip is on your Bench, prevent all damage done to Mudkip by attacks (both yours and your opponent's).
616	3	Solid Shell	Any damage done to Squirtle by attacks is reduced by 10 (after applying Weakness and Resistance).
617	3	Intimidating Armor	As long as Aggron ex is your Active Pokémon, your opponent's Basic Pokémon can't attack or use any Poké-Powers or Poké-Bodies.
618	3	Extra Noise	As long as Exploud ex is your Active Pokémon, put 1 damage counter on each of your opponent's Pokémon-ex between turns.
619	3	Hard Rock	As long as Groudon ex has 1 Energy or less attached to it, damage done to any of your Groudon ex in play by attacks is reduced by 20 (after applying Weakness and Resistance). You can't use more than 1 Hard Rock Poké-Body each turn.
620	3	Star Light	As long as your opponent has any Pokémon-ex or Stage 2 Evolved Pokémon in play, Jirachi ex pays Colorless less Energy to use Shield Beam or Super Psy Bolt.
621	3	Flotation	As long as Kyogre ex has 1 Energy or less attached to it, the Retreat Cost for each of your Kyogre ex is 0.
622	3	Extra Liquid	Each player's Pokémon-ex can't use any Poké-Powers and pays Colorless more Energy to use its attacks. Each Pokémon can't be affected by more than 1 Extra Liquid Poké-Body.
623	3	Dark Eyes	After your opponent's Pokémon uses a Poké-Power, put 2 damage counters on that Pokémon.
624	2	Baby Evolution	Once during your turn (before your attack), you may put Jigglepuff from your hand onto Igglebuff (this counts as evolving Igglybuff) and remove all damage counters from Igglebuff
625	2	Peal of Thunder	Once during your turn (before your attack), you may put Jigglepuff from your hand onto Igglebuff (this counts as evolving Igglybuff) and remove all damage counters from Igglebuff
626	2	Evolutionary Call	Once during your turn, when you play Meganium from your hand to evolve 1 of your Pokémon, you may search your deck for up to 3 in any combination of Basic Pokémon or Evolution cards. Show them to your opponent and put them into your hand. Shuffle your deck afterward.
627	2	Sharing	Once during your turn (before your attack), you may look at your opponent's hand. You may use the effect of a Supporter card you find there as the effect of this power. (The Supporter card remains in your opponent's hand.) You can't use more than 1 Sharing Poké-Power each turn. This power can't be used if Milotic is affected by a Special Condition.
628	2	Invitation	Once during your turn (before your attack), you may search your deck for a Basic Pokémon or Evolution card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Nidoqueen is affected by a Special Condition.
629	2	Volunteer	Once during your turn (before your attack), you may remove 4 damage counters from Ninetales and discard Ninetales from Vulpix. If you do, search your deck for Ninetales or Ninetales ex and put it onto Vulpix (this counts as evolving Vulpix). Shuffle your deck afterward.
630	2	Shady Move	Once during your turn (before your attack), if Typhlosion is your Active Pokémon, you may move 1 damage counter from either player's Pokémon to another Pokémon (yours or your opponent's). This power can't be used if Typhlosion is affected by a Special Condition.
631	2	Prowl	Once during your turn, when you play Ledian from your hand to evolve 1 of your Pokémon, you may search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.
632	2	Power Circulation	Once during your turn (before your attack), you may search your discard pile for a basic Energy card, show it to your opponent, and put it on top of your deck. If you do, put 1 damage counter on Mantine. This power can't be used if Mantine is affected by a Special Condition.
633	2	Dig up	Once during your turn, when you play Quagsire from your hand to evolve 1 of your Pokémon, you may search your discard pile for up to 2 Pokémon Tool cards, show them to your opponent, and put them into your hand.
634	2	Tropical Heal	Once during your turn, when you put Tropius from your hand onto your Bench, you may remove all Special Conditions, Imprison markers, and Shock-wave markers from your Pokémon.
635	2	Power of Evolution	Once during your turn (before your attack), if Electabuzz is an Evolved Pokémon, you may draw a card from the bottom of your deck. This power can't be used if Electabuzz is affected by a Special Condition.
636	2	Extra Boost	Once during your turn (before your attack), you may attach a basic Energy card from your hand to 1 of your Stage 2 Pokémon-ex. This power can't be used if Altaria ex is affected by a Special Condition.
637	2	Imprison	Once during your turn (before your attack), if Gardevoir ex is your Active Pokémon, you may put an Imprison marker on 1 of your opponent's Pokémon. Any Pokémon that has any Imprison markers on it can't use any Poké-Powers or Poké-Bodies. This power can't be used if Gardevoir ex is affected by a Special Condition.
