id_trainer_card	card_name	card_number	card_number_special	id_rarity	id_trainer_type	id_trainer_category	id_set	card_text	id_artist	id_attack	id_action	hp	card_rule_1	ace_spec_rule_1	tool_rule_1	prism_rule_1	holofoil	promo	fixed	shining	secret	series_crossover	id_special_pokemon_type	full_art	gold_art	regular_art	id_special_pokemon
367	Solid Rage	92		2	652	9	31	If you have more Prize cards left than your opponent, the Pokémon that Solid Rage is attached to does 20 more damage to the Active Pokémon (before applying Weakness and Resistance).	64				22														
368	Warp Point	93		2	776	1	31	Your opponent switches 1 of his or her Defending Pokémon with 1 of his or her Benched Pokémon, if any. You switch 1 of your Active Pokémon with 1 of your Benched Pokémon, if any.	3																		
369	Energy Search	94		1	196	1	31	Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	51																		
370	Potion	95		1	539	1	31	Remove 2 damage counters from 1 of your Pokémon (remove 1 damage counter if that Pokémon has only 1).	52																		
371	Dual Ball	89		2	167	1	33	Flip 2 coins. For each head, search your deck for a Basic Pokémon card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	49																		
372	Great Ball	90		2	285	1	33	Search your deck for a Basic Pokémon (excluding Pokémon-ex) and put it onto your Bench. Shuffle your deck afterward.	67																		
373	Holon Farmer	91		2	312	5	33	Discard a card from your hand. If you can't discard a card from your hand, you can't play this card.Search your discard pile for 3 basic Energy cards and any combination of 3 Basic Pokémon or Evolution cards, show them to your opponent, and put them on top of your deck. Shuffle your deck afterward.	60				35														
374	Holon Lass	92		2	315	5	33	Discard a card from your hand. If you can't discard a card from your hand, you can't play this card.Count the total number of Prize cards left (both yours and your opponent's). Look at that many cards from the top of your deck, choose as many Energy cards as you like, show them to your opponent, and put them into your hand. Put the other cards back on top of your deck. Shuffle your deck afterward.	60				35														
375	Holon Mentor	93		2	317	5	33	Discard a card from your hand. If you can't discard a card from your hand, you can't play this card.Search your deck for up to 3 Basic Pokémon that each has 100 HP or less, show them to your opponent, and put them into your hand. Shuffle your deck afterward.	60				35														
376	Holon Research Tower	94		2	318	4	33	Each player's basic Energy cards attached to Pokémon that has δ on its card are both their usual Energy type and Metal type but provide only 1 Energy at a time. (Has no effect other than providing Energy.)	64				32														
377	Holon Researcher	95		2	319	5	33	Discard a card from your hand. If you can't discard a card from your hand, you can't play this card. Search your deck for a Metal Energy card or a Basic Pokémon (or Evolution card) that has δ on its card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	83				32														
378	Holon Ruins	96		2	320	4	33	Each player that has any Pokémon in play that has ݎ on its card may draw a card once during his or her turn. If the player does, he or she discards a card from his or her hand.	64				32														
379	Holon Scientist	97		2	321	5	33	Discard a card from your hand. If you can't discard a card from your hand, you can't play this card.If you have less cards in your hand than your opponent, draw cards until you have the same number of cards as your opponent.	1				35														
380	Holon Transceiver	98		2	322	1	33	Search your deck for a Supporter card that has Holon in its name, show it to your opponent, and put it into your hand. Shuffle your deck afterward. Or, search your discard pile for a Supporter card that has Holon in its name, show it to your opponent, and put it into your hand.	2																		
381	Master Ball	99		2	413	1	33	Look at the top 7 cards from your deck. Choose a Basic Pokémon or Evolution card from those cards, show it to your opponent, and put it into your hand. Put the other 6 cards back on top of your deck. Shuffle your deck afterward.	3																		
382	Super Scoop Up	100		2	676	1	33	Flip a coin. If heads, return 1 of your Pokémon and all cards attached to it to your hand.	3																		
383	Potion	101		1	539	1	33	Remove 2 damage counters from I of your Pokémon (remove 1 damage counter if that Pokémon has only 1).	52																		
384	Switch	102		1	679	1	33	Switch 1 of your Active Pokémon with 1 of your Benched Pokémon.	40																		
385	Cursed Stone	72		2	133	4	34	At any time between turns, each player puts 1 damage counter on his or her Pokémon that has a Poké-Power.	64				32														
386	Fieldworker	73		2	229	5	34	Draw 3 cards. Your opponent may also draw a card.	1				35														
387	Full Flame	74		2	258	4	34	Put 4 damage counters instead of 2 on each Burned Pokémon between turns. The Special Condition Burned can't be removed by evolving or devolving the Burned Pokémon.	64				32														
388	Giant Stump	75		2	271	4	34	Each player can't have more than 3 Benched Pokémon. When Giant Stump comes into play, each player discards Benched Pokémon and any cards attached to them until he or she has 3 Benched Pokémon. (You discard your Pokémon first.)	64				32														
389	Power Tree	76		2	544	4	34	Once during each player's turn, if the player has no Special Energy cards in his or her discard pile, that player searches his or her discard pile for a basic Energy card, shows it to the opponent, and puts it into his or her hand.	64				32														
390	Strange Cave	77		2	668	4	34	Once during each player's turn, that player may put an Omanyte, Kabuto, Aerodactyl, Aerodactyl ex, Lileep, or Anorith onto his or her Bench from his or her hand. Treat the new Benched Pokémon as Basic Pokémon.	64				32														
391	Claw Fossil	78		1	112	1	34	Play Claw Fossil as if it were a Basic Pokémon. While in play, Claw Fossil counts as a Colorless Pokémon (as well as a Trainer card). Claw Fossil has no attacks of its own, can't retreat, and can't be affected by any Special Conditions. If Claw Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Claw Fossil from play.	64		563	40															
392	Mysterious Fossil	79		1	460	1	34	Play Mysterious Fossil as if it were a Basic Pokémon. While in play, Mysterious Fossil counts as a Colorless Pokémon (as well as a Trainer card). Mysterious Fossil has no attacks of its own, can't retreat, and can't be affected by any Special Conditions. If Mysterious Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Mysterious Fossil from play.	64			50															
393	Root Fossil	80		1	603	1	34	Play Root Fossil as if it were a Basic Pokémon. While in play, Root Fossil counts as a Colorless Pokémon (as well as a Trainer card). Root Fossil has no attacks of its own, can't retreat, and can't be affected by any Special Conditions. If Root Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Root Fossil from play.	64		564	40															
394	Holon Adventurer	85		2	310	5	35	Discard a card from your hand. If you can't discard a card from your hand, you can't play this card. Draw 3 cards. If you discarded a Pokémon that has δ on its card, draw 4 cards instead.	60				35														
395	Holon Fossil	86		2	313	1	35	Flip a coin. If heads, search your deck for an Omanyte, Kabuto, Aerodactyl, Aerodactyl ex, Lileep, or Anorith and put it onto your Bench. Shuffle your deck afterward. If tails, put an Omanyte, Kabuto, Aerodactyl, Aerodactyl ex, Lileep, or Anorith from your hand onto your Bench. Treat the new Benched Pokémon as a Basic Pokémon.	2																		
396	Holon Lake	87		2	314	4	35	Each player's Pokémon that has δ on its card can use attacks on this card instead of its own.	64	1983			32														
397	Mr. Stone's Project	88		2	454	5	35	Search your deck for up to 2 basic Energy cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward. Or, search your discard pile for up to 2 basic Energy cards, show them to your opponent, and put them into your hand.	1				35														
398	Professor Cozmo's Discovery	89		2	548	5	35	Flip a coin. If heads, draw the bottom 3 cards of your deck. If tails, draw the top 2 cards of your deck.	1				35														
399	Rare Candy	90		2	572	1	35	Choose 1 of your Basic Pokémon in play. If you have a Stage 1 or Stage 2 card that evolves from that Pokémon in your hand, put that card on the Basic Pokémon. (This counts as evolving that Pokémon.)	64																		
400	Claw Fossil	91		1	112	1	35	Play Claw Fossil as if it were a Basic Pokémon. While in play, Claw Fossil counts as a Colorless Pokémon (as well as a Trainer card). Claw Fossil has no attacks of its own, can't retreat, and can't be affected by any Special Conditions. If Claw Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Claw Fossil from play.	64		563	40															
401	Mysterious Fossil	92		1	460	1	35	Play Mysterious Fossil as if it were a Basic Pokémon. While in play, Mysterious Fossil counts as a Colorless Pokémon (as well as a Trainer card). Mysterious Fossil has no attacks of its own, can't retreat, and can't be affected by any Special Conditions. If Mysterious Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Mysterious Fossil from play.	64			50															
402	Root Fossil	93		1	603	1	35	Play Root Fossil as if it were a Basic Pokémon. While in play, Root Fossil counts as a Colorless Pokémon (as well as a Trainer card). Root Fossil has no attacks of its own, can't retreat, and can't be affected by any Special Conditions. If Root Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Root Fossil from play.	64		564	40															
403	Bill's Maintenance	71		2	57	5	36	If you have any cards in your hand, shuffle 1 of them into your deck, then draw 3 cards.	1				35														
404	Castaway	72		2	92	5	36	Search your deck for a Supporter card, a Pokémon Tool card, and a basic Energy card. Show them to your opponent, and put them into your hand. Shuffle your deck afterward.	60				35														
405	Celio's Network	73		2	95	5	36	Search your deck for a Basic Pokémon or Evolution card (excluding Pokémon-ex), show it to your opponent, and put it into your hand. Shuffle your deck afterward.	1				35														
406	Cessation Crystal	74		2	97	9	36	As long as Cessation Crystal is attached to an Active Pokémon, each player's Pokémon (both yours and your opponent's) can't use any Poké-Powers or Poké-Bodies.	7				6														
407	Crystal Beach	75		2	128	4	36	Each Special Energy card that provides 2 or more Energy (both yours and your opponent's) now provides only 1 Colorless Energy. This isn't affected by any Poké-Powers or Poké-Bodies.	85				32														
408	Crystal Shard	76		2	130	9	36	As long as Crystal Shard is attached to a Pokémon, that Pokémon's type is Colorless. If that Pokémon attacks, discard this card at the end of the turn.	7				7														
409	Double Full Heal	77		2	162	1	36	Remove all Special Conditions from each of your Active Pokémon.	64																		
410	Dual Ball	78		2	167	1	36	Flip 2 coins. For each heads, search your deck for a Basic Pokémon card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	49																		
411	Holon Circle	79		2	311	4	36	Prevent all effects of an attack, including damage, done by either player's Active Pokémon. If an Active Pokémon uses an attack, that attack ends, and discard this card.	64				32														
412	Memory Berry	80		2	422	9	36	The Pokémon this card is attached to can use any attack from its Basic Pokémon or its Stage 1 Evolution card. (You still have to pay for that attack's Energy cost.) If that Pokémon attacks, discard this card at the end of the turn.	85				17														
413	Mysterious Shard	81		2	461	9	36	Prevent all effects of attacks, including damage, done to the Pokémon that Mysterious Shard is attached to by your opponent's Pokémon-ex. Discard this card at the end of your opponent's next turn.	7				18														
414	Poké Ball	82		2	507	1	36	Flip a coin. If heads, search your deck for a Basic Pokémon or Evolution card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	52																		
415	PokéNav	83		2	538	1	36	Look at the top 3 cards of your deck, and choose a Basic Pokémon, Evolution card, or Energy card. Show it to your opponent and put it into your hand. Put the 2 other cards back on top of your deck in any order.	61																		
416	Warp Point	84		2	776	1	36	Your opponent switches 1 of his or her Defending Pokémon with 1 of his or her Benched Pokémon, if any. You switch 1 of your Active Pokémon with 1 of your Benched Pokémon, if any.	3																		
417	Windstorm	85		2	785	1	36	Choose up to 2 in any combination of Pokémon Tool cards and Stadium cards in play (both yours and your opponent's) and discard them.	64																		
418	Energy Search	86		1	196	1	36	Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	51																		
419	Potion	87		1	539	1	36	Remove 2 damage counters from 1 of your Pokémon (remove 1 damage counter if that Pokémon has only 1).	52																		
420	Buffer Piece	72		2	84	9	37	Damage done to the Pokémon Buffer Piece is attached to by an opponent's attack is reduced by 20 (after applying Weakness and Resistance). At the end of your opponent's turn after you played Buffer Piece, discard Buffer Piece.	61				5														
421	Copycat	73		2	121	5	37	Shuffle your hand into your deck. Then, count the number of cards in your opponent's hand and draw that many cards.	1				35														
422	Holon Legacy	74		2	316	4	37	Each Pokémon in play that has δ on its card in play (both yours and your opponent's) has no Weakness and can't use any Poké-Powers.	85				32														
423	Holon Mentor	75		2	317	5	37	Discard a card from your hand. If you can't discard a card from your hand, you can't play this card. Search your deck for up to 3 Basic Pokémon that each has 100 HP or less, show them to your opponent, and put them into your hand. Shuffle your deck afterward.	60				35														
424	Island Hermit	76		2	340	5	37	Choose up to 2 of your Prize cards and put them face up. (These cards remain face up for the rest of the game.) Draw 2 cards.	60				35														
425	Mr. Stone's Project	77		2	454	5	37	Search your deck for up to 2 basic Energy cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward. Or, search your discard pile for up to 2 basic Energy cards, show them to your opponent, and put them into your hand.	1				35														
426	Old Rod	78		2	487	1	37	Flip 2 coins. If both are heads, search your discard pile for a Basic Pokémon or Evolution card, show it to your opponent, and put it into your hand. If both are tails, search your discard pile for a Trainer card, show it to your opponent, and put it into your hand.	85																		
427	Professor Elm's Training Method	79		2	551	5	37	Search your deck for an Evolution card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	1				35														
428	Prof. Oak's Research	80		2	557	5	37	Shuffle your hand into your deck, then draw 5 cards.	1				35														
429	Strength Charm	81		2	669	9	37	Whenever an attack from the Pokémon that Strength Charm is attached to does damage to the Active Pokémon, the attack does 10 more damage (before applying Weakness and Resistance). Discard Strength Charm at the end of the turn in which this Pokémon attacks.	85				23														
430	TV Reporter	82		2	749	5	37	Draw 3 cards. Then discard any 1 card from your hand.	1				35														
431	Switch	83		1	679	1	37	Switch 1 of your Active Pokémon with 1 of your Benched Pokémon.	40																		
432	Battle Frontier	71		2	40	4	38	Each player's Colorless Evolved Pokémon, Darkness Evolved Pokémon, and Metal Evolved Pokémon can't use any Poké-Powers or Poké-Bodies.	53				32														
433	Drake's Stadium	72		2	166	4	38	Any damage done to Colorless Active Pokémon (both yours and your opponent's) by an opponent's attack is reduced by 10 (after applying Weakness and Resistance).	64				32														
434	Energy Recycle System	73		2	187	1	38	Search your discard pile for basic Energy cards. You may either show 1 basic Energy card to your opponent and put it into your hand, or show 3 basic Energy cards to your opponent and shuffle them into your deck.	65																		
435	Energy Removal 2	74		2	190	1	38	Flip a coin. If heads, choose 1 Energy card attached to 1 of your opponent's Pokémon and discard it.	3																		
436	Energy Switch	75		2	198	1	38	Move a basic Energy card attached to 1 of your Pokémon to another of your Pokémon.	62																		
437	Glacia's Stadium	76		2	275	4	38	Each player's Water Pokémon (excluding Pokémon-ex) has no Weakness.	64				32														
438	Great Ball	77		2	285	1	38	Search your deck for a Basic Pokémon (excluding Pokémon-ex) and put it onto your Bench. Shuffle your deck afterward.	67																		
439	Master Ball	78		2	413	1	38	Look at the top 7 cards from your deck. Choose a Basic Pokémon or Evolution card from those cards, show it to your opponent, and put it into your hand. Put the other 6 cards back on top of your deck. Shuffle your deck afterward.	3																		
440	Phoebe's Stadium	79		2	499	4	38	Each player pays Colorless Colorless less to retreat his or her Psychic Pokémon.	64				32														
441	Professor Birch	80		2	546	5	38	Draw cards from your deck until you have 6 cards in your hand.	1				35														
442	Scott	81		2	626	5	38	Search your deck for up to 3 cards in any combination of Supporter cards and Stadium cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward.	1				35														
443	Sidney's Stadium	82		2	638	4	38	Each player's Darkness Pokémon can't be Asleep, Confused, or Paralyzed.	64				32														
444	Steven's Advice	83		2	666	5	38	Draw a number of cards up to the number of your opponent's Pokémon in play. If you have 7 or more cards (including this one) in your hand, you can't play this card.	1				35														
445	Claw Fossil	84		1	112	1	38	Play Claw Fossil as if it were a Basic Pokémon. While in play, Claw Fossil counts as a Colorless Pokémon (as well as a Trainer card). Claw Fossil has no attacks of its own, can't retreat, and can't be affected by any Special Conditions. If Claw Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Claw Fossil from play.	64		563	40															
446	Mysterious Fossil	85		1	460	1	38	Play Mysterious Fossil as if it were a Basic Pokémon. While in play, Mysterious Fossil counts as a Colorless Pokémon (as well as a Trainer card). Mysterious Fossil has no attacks of its own, can't retreat, and can't be affected by any Special Conditions. If Mysterious Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Mysterious Fossil from play.	64			50															
447	Root Fossil	86		1	603	1	38	Play Root Fossil as if it were a Basic Pokémon. While in play, Root Fossil counts as a Colorless Pokémon (as well as a Trainer card). Root Fossil has no attacks of its own, can't retreat, and can't be affected by any Special Conditions. If Root Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Root Fossil from play.	64		564	40															
448	Double Full Heal	105		2	162	1	39	Remove all Special Conditions from each of your Active Pokémon.	64																		
449	Energy Restore	106		2	192	1	39	Flip 3 coins. For each heads, put a basic Energy card from your discard pile into your hand. If you don't have that many basic Energy cards in your discard pile, put all of them into your hand.	50																		
450	Energy Switch	107		2	198	1	39	Move a basic Energy card attached to 1 of your Pokémon to another of your Pokémon.	64																		
451	Night Pokémon Center	108		2	475	1	39	Choose 1 of your Pokémon. Flip 2 coins. If both are heads, remove all damage counters from that Pokémon. If both are tails, discard all Energy cards attached to that Pokémon.	64																		
452	PlusPower	109		2	504	1	39	Attach PlusPower to 1 of your Pokémon. Discard this card at the end of your turn. If the Pokémon PlusPower is attached to attacks, the attack does 10 more damage to the Active Pokémon (before applying Weakness and Resistance).	64																		
453	Poké Ball	110		2	507	1	39	Flip a coin. If heads, search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	52																		
454	Pokédex HANDY910is	111		2	514	1	39	Look at the top 2 cards of your deck, choose 1 of them, and put it into your hand. Put the other card on the bottom of your deck.	64																		
455	Professor Rowan	112		2	559	5	39	Choose 1 card in your hand and shuffle the rest of your cards into your deck. Then, draw 4 cards. (If this is the only card in your hand, you can't play this card.)	1				35														
456	Rival	113		2	590	5	39	Reveal the top 5 cards of your deck. Your opponent chooses 3 of those cards. Put those cards into your hand and put other 2 cards on top of your deck. Shuffle your deck afterward.	1				35														
457	Speed Stadium	114		2	657	4	39	Once during each player's turn, the player may flip a coin until he or she gets tails. For each heads, that player draws a card.	64				32														
458	Super Scoop Up	115		2	676	1	39	Flip a coin. If heads, return 1 of your Pokémon and all cards attached to it to your hand.	85																		
459	Warp Point	116		2	776	1	39	Your opponent switches 1 of his or her Defending Pokémon with 1 of his or her Benched Pokémon, if any. You switch 1 of your Active Pokémon with 1 of your Benched Pokémon, if any.	3																		
460	Energy Search	117		1	196	1	39	Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	51																		
461	Potion	118		1	539	1	39	Remove 2 damage counters from 1 of your Pokémon (remove 1 damage counter if that Pokémon has only 1).	52																		
462	Switch	119		1	679	1	39	Switch 1 of your Active Pokémon with 1 of your Benched Pokémon.	64																		
463	Bebe's Search	109		2	45	5	40	Choose a card from your hand and put it on top of your deck. Search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. (If this is the only card in your hand, you can't play this card.)	1				35														
464	Dusk Ball	110		2	168	1	40	Look at the 7 cards from the bottom of your deck. Choose 1 Pokémon you find there, show it to your opponent, and put it into your hand. Put the remaining cards back on top of your deck. Shuffle your deck afterward.	64																		
465	Fossil Excavator	111		2	252	5	40	Search your deck or your discard pile for a Trainer card that has Fossil in its name or a Stage 1 or a Stage 2 Evolution card that evolves from a Fossil. Show it to your opponent and put it into your hand. If you searched your deck, shuffle your deck afterward.	83				35														
466	Lake Boundary	112		2	358	4	40	Apply Weakness for each Pokémon (both your and your opponent's) as ×2 instead.	64				32														
467	Night Maintenance	113		2	474	1	40	Search your discard pile for up to 3 in any combination of Pokémon and basic Energy cards. Show them to your opponent and shuffle them into your deck.	64																		
468	Quick Ball	114		2	568	1	40	Reveal cards from your deck until you reveal a Pokémon. Show that Pokémon to your opponent and put it into your hand. Shuffle the other revealed cards back into your deck. (If you don't reveal a Pokémon, shuffle all the revealed cards back into your deck.)	64																		
469	Team Galactic's Wager	115		2	701	5	40	Each player shuffles his or her hand into his or her deck, and you and your opponent play "Rock-Paper-Scissors." The player who wins draws up to 6 cards. The player who loses draws up to 3 cards. (You draw your cards first.)	1				35														
470	Armor Fossil	116		1	31	1	40	Play Armor Fossil as if it were a Colorless Basic Pokémon. (Armor Fossil counts as a Trainer card as well, but if Armor Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Armor Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Armor Fossil from play. (This doesn't count as a Knocked Out Pokémon.)	64		731	50															
471	Skull Fossil	117		1	644	1	40	Play Skull Fossil as if it were a Colorless Basic Pokémon. (Skull Fossil counts as a Trainer card as well, but if Skull Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Skull Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Skull Fossil from play. (This doesn't count as a Knocked Out Pokémon.)	64		732	50															
472	Time-Space Distortion	124		3	792	1	40	Flip 3 coins. For each heads, search your discard pile for a Pokémon, show it to your opponent, and put it into your hand.	85								1				1						
473	Bebe's Search	119		2	45	5	41	Choose a card from your hand and put it on top of your deck. Search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. (If this is the only card in your hand, you can't play this card.)	1				35														
474	Night Maintenance	120		2	474	1	41	Search your discard pile for up to 3 in any combination of Pokémon and basic Energy cards. Show them to your opponent and shuffle them into your deck.	64																		
475	PlusPower	121		2	504	1	41	Attach PlusPower to 1 of your Pokémon. Discard this card at the end of your turn. If the Pokémon PlusPower is attached to attacks, the attack does 10 more damage to the Active Pokémon (before applying Weakness and Resistance).	64																		
476	Professor Oak's Visit	122		2	793	5	41	Draw 3 cards. Then, choose a card from your hand and put it on the bottom of your deck.	1				35														
477	Professor Rowan	123		2	559	5	41	Choose 1 card in your hand and shuffle the rest of your cards into your deck. Then, draw 4 cards. (If this is the only card in your hand, you can't play this card.)	1				35														
478	Rival	124		2	590	5	41	Reveal the top 5 cards of your deck. Your opponent chooses 3 of those cards. Put those cards into your hand and put other 2 cards on top of your deck. Shuffle your deck afterward.	1				35														
479	Roseanne's Research	125		2	605	5	41	Search your deck for up to 2 in any combination of Basic Pokémon and basic Energy cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward.	83				35														
480	Team Galactic's Mars	126		2	700	5	41	Draw 2 cards. Then, choose a card from your opponent's hand without looking and put it on the bottom of his or her deck.	1				35														
481	Potion	127		1	539	1	41	Remove 2 damage counters from 1 of your Pokémon (remove 1 damage counter if that Pokémon has only 1).	52																		
482	Switch	128		1	679	1	41	Switch 1 of your Active Pokémon with 1 of your Benched Pokémon.	64																		
483	Amulet Coin	97		2	17	9	42	If the Pokémon Amulet Coin is attached to is your Active Pokémon at the end of your turn, draw a card.	91				1														
484	Felicity's Drawing	98		2	226	5	42	Discard up to 2 cards from your hand. If you discard 1 card, draw 3 cards. If you discard 2 cards, draw 4 cards.	1				35														
485	Leftovers	99		2	367	9	42	If the Pokémon Leftovers is attached to is your Active Pokémon at the end of your turn, remove 1 damage counter from that Pokémon.	91				14														
486	Moonlight Stadium	100		2	447	4	42	The Retreat Cost for each Psychic and Darkness Pokémon (both yours and your opponent's) is 0.	64				32														
487	Premier Ball	101		2	545	1	42	Search your deck or your discard pile for a Pokémon LV. X, show it to your opponent, and put it into your hand. If you search your deck, shuffle your deck afterward.	64																		
488	Rare Candy	102		2	572	1	42	Choose 1 of your Basic Pokémon in play. If you have a Stage 1 or Stage 2 card that evolves from that Pokémon in your hand, put that card on the Basic Pokémon. (This counts as evolving that Pokémon.)	64																		
489	Dawn Stadium	79		2	148	4	43	Whenever any player attaches an Energy card from his or her hand to Grass Pokémon or Water Pokémon, remove 1 damage counter and all Special Conditions from that Pokémon.	64				32														
490	Dusk Ball	80		2	168	1	43	Look at the 7 cards from the bottom of your deck. Choose 1 Pokémon you find there, show it to your opponent, and put it into your hand. Put the remaining cards back on top of your deck. Shuffle your deck afterward.	64																		
491	Energy Restore	81		2	192	1	43	Flip 3 coins. For each heads, put a basic Energy card from your discard pile into your hand. If you don't have that many basic Energy cards in your discard pile, put all of them into your hand.	50																		
492	Fossil Excavator	82		2	252	5	43	Search your deck or your discard pile for a Trainer card that has Fossil in its name or a Stage 1 or a Stage 2 Evolution card that evolves from a Fossil. Show it to your opponent and put it into your hand. If you searched your deck, shuffle your deck afterward.	83				35														
493	Mom's Kindness	83		2	444	5	43	Draw 2 cards.	1				35														
494	Old Amber	84		2	485	1	43	Play Old Amber as if it were a Colorless Basic Pokémon. (Old Amber counts as a Trainer card as well, but if Old Amber is Knocked Out, this counts as a Knocked Out Pokémon.) Old Amber can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Old Amber from play. (This doesn't count as a Knocked Out Pokémon.)	64		824	50															
495	Poké Ball	85		2	507	1	43	Flip a coin. If heads, search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	64																		
496	Quick Ball	86		2	568	1	43	Reveal cards from your deck until you reveal a Pokémon. Show that Pokémon to your opponent and put it into your hand. Shuffle the other revealed cards back into your deck. (If you don't reveal a Pokémon, shuffle all the revealed cards back into your deck.)	64																		
497	Super Scoop Up	87		2	676	1	43	Flip a coin. If heads, return 1 of your Pokémon and all cards attached to it to your hand.	85																		
498	Warp Point	88		2	776	1	43	Your opponent switches 1 of his or her Defending Pokémon with 1 of his or her Benched Pokémon, if any. You switch 1 of your Active Pokémon with 1 of your Benched Pokémon, if any.	64																		
499	Dome Fossil	89		1	160	1	43	Play Dome Fossil as if it were a Colorless Basic Pokémon. (Dome Fossil counts as a Trainer card as well, but if Dome Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Dome Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Dome Fossil from play. (This doesn't count as a Knocked Out Pokémon.)	64		825	50															
500	Energy Search	90		1	196	1	43	Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	64																		
501	Helix Fossil	91		1	304	1	43	Play Helix Fossil as if it were a Colorless Basic Pokémon. (Helix Fossil counts as a Trainer card as well, but if Helix Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Helix Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Helix Fossil from play. (This doesn't count as a Knocked Out Pokémon.)	64		823	50															
502	Bubble Coat	129		2	80	9	44	As long as Bubble Coat is attached to a Pokémon, that Pokémon has no Weakness. If that Pokémon is damaged by an opponent's attack, discard this card at the end of the turn.	91				4														
503	Buck's Training	130		2	81	5	44	Draw 2 cards. As long as Buck's Training is next to your Active Pokémon, each of your Active Pokémon's attacks does 10 more damage to the Active Pokémon (before applying Weakness and Resistance).	1				35														
504	Cynthia's Feelings	131		2	136	5	44	Shuffle your hand into your deck. Then, draw 4 cards. If any of your Pokémon were Knocked Out during your opponent's last turn, draw 4 more cards.	1				35														
505	Energy Pickup	132		2	184	1	44	Flip a coin. If heads, search your discard pile for a basic Energy card and attach it to 1 of your Pokémon.	97																		
506	Poké Radar	133		2	511	1	44	Look at the top 5 cards of your deck, choose as many Pokémon as you like, show them to your opponent, and put them into your hand. Put the other cards back on top of your deck. Shuffle your deck afterward.	98																		
507	Snowpoint Temple	134		2	651	4	44	Each Pokémon that isn't an Evolved Pokémon in play (both yours and your opponent's) gets +20 HP.	64				32														
508	Stark Mountain	135		2	661	4	44	Once during each player's turn, that player may choose a Fire or Fighting Energy attached to 1 of his or her Pokémon and move that Energy to 1 of his or her Fire or Fighting Pokémon.	64				32														
509	Technical Machine TS-1	136		2	720	6	44	Attach this card to 1 of your Pokémon in play. That Pokémon may use this card's attack instead of its own.	64	2990																	
510	Technical Machine TS-2	137		2	721	6	44	Attach this card to 1 of your Pokémon in play. That Pokémon may use this card's attack instead of its own.	64	2049																	
511	Claw Fossil	138		1	112	1	44	Play Claw Fossil as if it were a Colorless Basic Pokémon. (Claw Fossil counts as a Trainer card as well, but if Claw Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Claw Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Claw Fossil from play. (This doesn't count as a Knocked Out Pokémon.)	64		563	40															
